Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,Genres
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,12/28/2018,MXF011900173,"3,797",21.9,"41,72,57,612","76,682","1,76,89,258",62,"30,14,18,451","27,97,161",pop
Problemas de um Milionï¿½ï¿,Problemas de um Milionï¿½ï¿,WIU,04-10-2024,BXW922400001,"3,806",21.9,"3,40,42,262","3,323","2,04,84,664",74,"1,10,39,801","3,33,828",pop
Noticed,Noticed,Lil Mosey,7/20/2018,USUM71809565,"3,819",21.9,"72,70,14,998","1,14,135","1,35,62,882",65,"34,80,78,879","30,56,099",pop
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,05-11-2018,USUM71804149,"3,809",21.9,"68,63,23,132","1,65,691","2,59,12,755",70,"16,82,25,696","18,29,885",pop
Happy Birthday,Happy Birthday,Jovanie,3/22/2019,QM4TX1990759,"3,793",21.9,"37,866",449,"53,427",3,"18,55,597","35,730",pop
The Greatest,The Greatest,Sia,01-01-2016,USRC11601332,"3,812",21.9,"66,94,27,500","66,668","1,96,82,111",62,"86,47,87,930","60,96,976",pop
Ignite,Ignite,Alan Walker,05-11-2018,NOG841803010,"3,815",21.9,"33,99,54,855","61,901","82,72,313",64,"66,98,77,400","63,08,434",pop
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,8/27/2021,USAT22105014,"3,805",21.9,"17,25,58,590","71,478","1,14,66,134",53,"7,49,93,454","8,02,824",pop
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,9/21/2023,US38Y2304586,"3,794",21.9,"18,80,312",408,"22,223",,"5,82,99,522","1,73,898",pop
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,06-10-2022,USAT22207312,"3,814",21.9,"8,05,85,683","16,202","1,27,38,423",19,"8,89,59,234","7,70,086",pop
Only Fine Girl,Only Fine Girl - Single,Spyro,9/29/2023,ZA56E2305137,"3,816",21.9,"24,90,826",513,"66,602",,"21,89,347","14,151",pop
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,04-05-2024,USUYG1539670,"3,803",21.9,"60,97,493",765,"1,83,087",,"2,57,36,622","3,69,780",pop
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/2020,USAT22002973,"3,813",21.9,"18,91,75,699","49,325","80,00,164",62,"1,45,75,452","4,97,747",pop
Good as Hell,Good As Hell,Lizzo,03-09-2016,USAT21600354,"3,799",21.9,"62,76,25,151","76,581","2,32,35,611",66,"27,50,81,528","35,56,731",pop
Caroline,Caroline,Aminï¿,03-09-2016,USCGH1697037,"3,802",21.9,"76,10,38,233","1,21,158","2,10,27,698",64,"7,12,45,011","6,86,801",pop
Mon ami,Mon ami,Tiesco le sultan,10-10-2023,TCAHN2316445,"3,808",21.9,"9,452",3,37,,,,pop
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,12-08-2023,AEA0Q2376389,"3,796",21.9,"37,396",4,"3,608",,"9,83,38,088","56,214",pop
Adictiva,Adictiva,Daddy Yankee,11-09-2018,US2BU1801109,"3,817",21.9,"42,82,71,245","50,261","1,40,55,347",62,"58,76,89,921","26,96,020",pop
Kitsch,Kitsch,IVE,3/27/2023,QM4TX2337765,"3,798",21.9,"14,64,89,854","12,540","40,19,167",64,"13,64,00,964","13,61,854",pop
Rewrite The Stars,Rewrite The Stars,Zac Efron,11/17/2017,USAT21704623,"3,823",21.8,"98,96,08,207","89,520","2,01,63,755",67,"30,06,27,390","25,08,271",pop
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,08-01-2022,USA2P2230222,"3,836",21.8,"54,10,18,402","37,204","1,45,31,541",74,"3,57,77,367","9,11,054",pop
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,07-07-2023,USUG12302081,"3,842",21.8,"28,58,89,664","23,393","2,16,92,426",75,,,pop
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222544,"3,826",21.8,"12,17,21,506","8,049","36,81,766",67,"13,60,14,507","5,57,809",pop
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,9/15/2017,QMAF31500062,"3,841",21.8,"59,55,64,275","93,643","1,01,86,393",70,"52,95,33,138","54,65,670",pop
BLEED,BLEED - Single,The Kid LAROI,11-03-2023,USSM12300831,"3,824",21.8,"6,65,55,473","16,789","1,46,82,417",,"46,41,915","1,03,677",pop
IDGAF,IDGAF,Lucixn,2/13/2023,QZLBC2302548,"3,950",21.8,"1,57,79,04,955",1,23,,,,pop
Michi Teyu Ku (Overflowing),ýýýýýýýýýýýýýýý,Fujii Kaze,3/14/2024,JPPO02400480,"3,825",21.8,"3,38,45,527","1,766","55,37,845",69,"3,06,45,137","4,80,941",pop
Desde Esa Noche,Desde Esa Noche,Thalia,1/29/2016,USSD11600005,"3,845",21.8,"32,20,03,779","25,025","1,07,99,784",59,"1,32,62,60,675","39,99,448",pop
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,04-10-2019,SE5R71900201,"3,839",21.8,"76,36,58,190","99,429","2,01,17,915",66,"15,59,80,021","17,35,488",pop
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,01-07-2023,IND292208377,"3,844",21.8,"3,90,57,770","1,308","8,93,063",27,"25,24,67,125","9,74,051",pop
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,9/25/2020,USSM12004756,"3,830",21.8,"27,80,32,053","79,755","1,37,55,423",63,"17,92,07,995","25,29,783",pop
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,9/24/2018,INS171806873,"3,831",21.8,"11,53,73,265","10,885","29,02,589",60,"74,30,95,293","48,86,076",pop
Do not touch,Do not touch,MISAMO,7/14/2023,JPWP02370420,"3,828",21.8,"6,51,57,999","8,260","33,10,476",57,"11,76,12,168","16,09,669",pop
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,10/16/2020,USWB12004216,"3,840",21.8,"11,31,53,819","35,421","64,78,459",65,"1,44,48,833","1,38,564",pop
Romeo Juliet - Title Song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,Akassh,03-12-2024,INE241800060,"3,833",21.8,"15,619",13,168,,"4,86,33,119","2,14,149",pop
Ambition For Cash,Ambition For Cash,Key Glock,10-01-2021,USUYG1390429,"3,835",21.8,"31,53,36,758","79,303","2,64,43,727",70,"2,90,58,447","4,08,335",pop
En Peligro de Extinciï¿½,En Peligro De Extinciï¿½,La Adictiva,5/13/2018,MXA411400084,"3,832",21.8,"31,07,42,518","20,307","1,15,42,516",65,"81,14,16,034","20,74,845",pop
Besito,Besito,Soy Pau,07-08-2023,QZNWQ2336916,"3,838",21.8,"62,20,250",458,"44,624",50,"11,48,11,395","8,51,776",pop
ýýýýýý,ýýýýýý,ýýýýýýýýýýýý,01-05-2024,JPPO02304150,"3,834",21.8,"4,69,45,798","4,120","59,07,064",70,"5,08,22,146","4,74,399",pop
Be Kind (with Halsey),Manic,Marshmello,1/17/2020,USUG12001567,"3,829",21.8,"66,49,72,754","67,417","2,98,11,087",67,"14,87,54,253","23,71,235",pop
I GOT YOU,I GOT YOU,TWICE,02-02-2024,US5TA2300237,"3,843",21.8,"5,64,63,608","3,500","67,10,198",13,"4,07,44,351","12,52,374",pop
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,10/20/2022,DEA622201528,"3,822",21.8,"13,17,13,257","43,947","66,69,237",58,"3,36,86,131","3,55,898",pop
CCC,CCC,Michelle Maciel,05-05-2023,UYB282379007,"3,837",21.8,"20,58,55,278","15,475","42,01,646",67,"7,84,74,072","4,19,209",pop
Dime,Dime,El Malilla,4/15/2024,USA2P2420093,"3,827",21.8,"4,00,72,883","1,248","5,78,18,152",75,"1,75,61,285","1,98,584",pop
Do you like yogurt,Do you like yogurt - Single,Pierce,03-03-2023,KRMIM2335213,"3,861",21.7,"2,508",3,433,1,"25,18,12,286","3,13,121",pop
Electric Love,Candy,Bï¿½ï¿,11-10-2014,USUM71416307,"3,874",21.7,"1,08,88,89,743","1,90,953","4,66,98,179",75,"27,17,96,914","33,19,576",pop
MR. OCTOBER,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364185,"3,854",21.7,"9,59,25,842","16,712","1,02,56,270",,"2,88,49,994","3,17,982",pop
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401038,"3,853",21.7,"9,22,96,736","2,336","77,88,313",,"33,54,991","39,792",pop
Kï¿½ï¿½,Kï¿½ï¿½,Mabel Matiz,05-10-2024,QM6N22432504,"3,865",21.7,"1,30,60,347",648,"54,41,452",70,"1,08,90,264","69,044",pop
Jee Ni Lagda,Making Memories,Karan Aujla,8/18/2023,CAW112300242,"3,871",21.7,"5,67,98,458","7,404","17,80,691",62,"7,79,68,183","6,27,912",pop
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,04-08-2024,KRA492400564,"3,862",21.7,"2,59,74,901","1,093","1,14,21,810",75,"2,05,24,343","2,41,755",pop
Nira Ishq,Nira Ishq,Guri,2/21/2019,FR10S1963992,"3,873",21.7,"10,22,66,938","5,921","7,39,326",61,"53,15,03,711","41,23,099",pop
lo que hay x aquï¿,lo que hay x aquï¿,Rels B,03-10-2023,UYB282376006,"3,868",21.7,"22,36,17,742","28,508","73,55,147",73,"5,71,56,070","4,32,032",pop
Los Cachos,Los Cachos - Single,Piso 21,07-08-2022,MXF152200437,"3,858",21.7,"28,19,27,185","27,199","97,82,411",63,"15,80,04,846","6,05,118",pop
Jugnu,Jugnu,Badshah,10/26/2021,INUM72100074,"3,847",21.7,"16,20,05,746","11,105","38,11,972",61,"40,20,93,763","29,02,624",pop
NADIE SABE,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364181,"3,880",21.7,"8,65,88,767","16,215","22,20,706",,"3,16,17,320","6,68,926",pop
nE !?,#1 - EP,Lvbel C5,04-12-2024,FRX282404287,"3,859",21.7,"2,41,76,156","1,698","39,07,201",71,"1,66,76,082","71,161",pop
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,8/30/2019,USUM71916692,"3,869",21.7,"35,80,55,646","63,452","97,53,180",58,"7,94,28,378","13,09,138",pop
Fim de Semana no Rio,Fim de Semana no Rio,Teto,3/30/2022,BXW922200001,"3,856",21.7,"17,41,65,147","32,542","62,06,794",61,"22,81,06,838","22,16,911",pop
Best Time,Larger Than Life,Brent Faiyaz,10/27/2023,QZNMY2304784,"3,883",21.7,"14,96,09,501","17,828","1,26,35,199",,"31,95,354","64,197",pop
Hot N*gga,Hot N*gga,Bobby Shmurda,7/25/2014,USSM11405787,"3,851",21.7,"49,13,13,680","1,22,568","2,01,99,078",64,"1,05,82,07,974","76,05,627",pop
No Sufrirï¿½ï¿½ por Nadie - R,No Sufrirï¿½ï¿½ por Nadie (Re,Joaquin Guiller,03-03-2023,QZ5AB2358733,"3,872",21.7,"1,85,50,706","2,537","5,58,526",50,"15,96,88,005","3,76,830",pop
For Tonight,For Tonight,Giveon,9/24/2021,USSM12106837,"3,848",21.7,"25,94,05,297","46,330","1,98,99,069",59,"6,83,79,159","7,72,098",pop
Barely Holdin' On,Barely Holdin' On,Polo G,8/18/2023,USSM12305651,"3,846",21.7,"4,92,46,411","22,225","47,92,493",59,"1,70,29,916","3,93,829",pop
Lihim,Lihim,Arthur Miguel,7/28/2023,PHW012300230,"3,849",21.7,"6,84,11,628","4,215","1,37,21,864",65,"1,93,37,973","1,08,046",pop
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,USUG12306677,"3,882",21.7,"11,87,07,702","10,228","1,97,50,632",,"95,38,075","1,65,711",pop
DICE AND ROLL,DICE AND ROLL,Odetari,3/20/2024,QZZ4J2400154,"3,850",21.7,"3,43,91,822","2,998","81,68,809",,"10,39,710","18,323",pop
Clara Bow,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401043,"3,863",21.7,"8,35,18,075","2,267","59,04,252",,"32,79,453","42,516",pop
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,06-07-2024,USRC12300035,"3,852",21.7,"36,63,303",683,"2,96,71,686",,"4,38,239","18,824",pop
Quiï¿½ï¿½reme Mientras Se P,Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,05-01-2020,QZDYA1800021,"3,857",21.7,"46,76,70,966","38,826","1,03,38,131",66,"34,70,13,964","19,56,639",pop
About Damn Time,Special,Lizzo,7/15/2022,USAT22203704,"3,881",21.7,"84,67,72,236","22,663","82,35,045",64,,,pop
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,06-09-2023,GBAHS2300402,"3,878",21.7,"6,81,89,858","14,429","1,24,56,842",61,"1,58,53,723","71,513",pop
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,3/26/2020,USSD12000059,"3,860",21.7,"43,90,49,524","57,496","1,30,84,955",63,"37,87,28,492","20,17,344",pop
Hallelujah,A Pentatonix Christmas,Pentatonix,10/21/2016,USRC11601833,"3,885",21.7,"44,19,16,342","47,499","2,05,27,523",55,"75,74,32,448","69,66,709",pop
You can't control my heart,Missing,Kurochuu,06-09-2024,CA5KR2466583,"3,870",21.7,"2,40,71,511",2,"2,190",1,,,pop
March Madness,56 Nights,Future,3/21/2015,USSM11507194,"3,886",21.7,"16,95,74,765","46,212","1,09,14,718",61,"6,41,15,813","5,32,711",pop
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,11-03-2022,USRC12203892,"3,884",21.7,"16,20,54,666","1,991","4,92,746",40,,,pop
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,10/19/2018,QMUY41800271,"3,875",21.7,"43,36,64,050","78,546","2,07,39,392",59,"23,58,90,905","22,65,284",pop
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,10-11-2019,USAT21904061,"3,876",21.7,"40,46,92,736","1,17,843","1,59,73,142",69,"12,28,50,735","13,44,633",pop
STARGAZING,ASTROWORLD,Travis Scott,08-03-2018,USSM11806658,"3,887",21.7,"74,04,09,304","1,40,977","2,10,48,687",70,"21,12,51,366","21,71,021",pop
WTFYM,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402042,"3,864",21.7,"1,71,92,758","5,834","26,28,670",,"23,41,216","30,917",pop
All My Life,All My Life,Falling In Reverse,06-06-2024,USEP42414005,"3,879",21.7,"40,94,651",471,"1,10,07,124",65,,,pop
Munch (Feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) - ,Ice Spice,08-10-2022,CA5KR2269973,"3,855",21.7,"13,34,59,011","35,905","91,02,015",60,"6,20,93,393","7,80,391",pop
If You Want Love,Perception,NF,10-06-2017,USUM71708224,"3,877",21.7,"49,36,99,616","78,449","1,69,77,422",65,"30,84,66,086","34,07,408",pop
Humpty Dumpty,Fusion In The City,Lo Greco Bros,7/22/2022,ITI022200181,"3,866",21.7,,4,271,,"35,46,82,832","3,89,042",pop
Revenge,17,XXXTENTACION,8/25/2017,USUYG1156895,"3,867",21.7,"1,35,69,69,354","1,84,465","3,02,76,013",81,"9,10,676","22,351",pop
Savage Love,The Bboy Hoppers Dance Videos,Jason Derulo,05-05-2020,ESA012082771,"3,921",21.6,"3,369",8,102,,"79,75,81,325","1,32,21,137",pop
White Iverson,White Iverson,Post Malone,6/13/2013,USUM71511528,"3,918",21.6,"1,13,52,09,969","1,58,507","2,77,79,312",70,"4,07,91,444","3,13,792",pop
Hola - Remix,Hola (Remix),Dalex,11-01-2019,QM9WM1900166,"3,900",21.6,"70,86,15,717","87,957","2,39,15,679",64,"25,83,58,932","7,49,483",pop
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12401046,"3,892",21.6,"8,16,62,552","2,325","75,29,867",,"44,58,555","71,024",pop
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,1/25/2018,USRC11703503,"3,891",21.6,"50,57,48,520","60,774","1,70,47,156",64,"46,81,37,682","20,74,706",pop
Hoa Cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,Phong Max,4/25/2023,VNA1M2204855,"3,912",21.6,"41,68,391",962,"77,885",41,"7,60,86,431","3,95,306",pop
I Know,I Know,Kanii,03-10-2023,USWB12300650,"3,914",21.6,"4,99,39,720","15,725","26,39,765",54,"4,88,45,907","7,43,713",pop
lost souls,The Melodic Blue,Baby Keem,9/22/2021,USSM12107536,"3,889",21.6,"20,64,32,478","79,180","97,08,315",64,"2,50,49,879","3,43,490",pop
Don't You Know,Don't You Know,Crosby St. Models,08-12-2022,GBPVV2204622,"3,890",21.6,,1,2,,"35,77,90,871","21,27,672",pop
Hold Me Closer,Diamonds (Deluxe),Elton John,11-10-2017,GBUM72205030,"3,907",21.6,"40,04,79,389","61,255","5,32,03,700",68,"6,39,05,136","6,26,102",pop
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,6/18/2021,BXI8I2100073,"3,901",21.6,"11,01,01,642","13,672","33,76,873",50,"38,18,25,698","30,84,540",pop
Girls,Girls - The 2nd Mini Album,aespa,07-08-2022,KRA302200097,"3,923",21.6,"11,54,06,939","11,617","55,20,626",62,"26,73,48,363","31,46,913",pop
Classic,MKTO,MKTO,01-01-2012,USSM11301446,"3,922",21.6,"1,35,04,28,257","1,72,980","8,89,42,487",78,"34,35,26,777","31,93,437",pop
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,02-08-2022,GBCFB2100832,"3,905",21.6,"12,29,57,173","65,839","1,53,13,309",58,"3,51,59,391","4,34,406",pop
The Weekend,Ctrl,SZA,06-09-2017,USRC11701116,"3,896",21.6,"53,75,23,729","71,149","2,24,08,790",70,"36,61,97,654","29,42,916",pop
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,5/13/2022,NGA3B2201001,"3,920",21.6,"5,85,23,865","18,165","30,41,519",53,"1,21,61,436","65,390",pop
shipping,Follow Your Nature,great area,12/15/2022,UKKTQ2200011,"3,902",21.6,"1,30,895",259,"4,467",25,"27,61,05,789","5,77,586",pop
Stole the Show,Stole the Show,Kygo,3/23/2015,SEBGA1500071,"3,913",21.6,"96,47,65,127","1,31,842","3,85,41,359",70,"53,07,86,123","31,34,158",pop
Mood - Remix,Mood (Remix),Zero Two,06-09-2021,VNA0R1989249,"3,899",21.6,"1,02,65,841","3,742","3,74,428",,,,pop
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,02-12-2021,USRN12000200,"3,906",21.6,"19,89,42,707","22,915","88,81,878",56,"6,16,90,062","4,58,819",pop
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,10-06-2022,IDA832200929,"3,917",21.6,"34,79,935",487,"24,227",29,"4,57,32,371","4,09,950",pop
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,7/28/2023,USSM12305018,"3,919",21.6,"7,23,80,469","32,141","31,98,359",63,"26,30,153","52,698",pop
Oddara (feat. Mercedes Salinas),Oddara,Overcast,07-10-2022,SE6SA2261140,"3,888",21.6,,,,,"37,69,56,912","14,62,872",pop
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,11-02-2018,USUG11802481,"3,894",21.6,"63,08,63,087","1,64,540","2,63,46,726",71,"9,32,97,998","9,24,489",pop
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,10/21/2021,SGB502102465,"3,895",21.6,"2,71,438",59,"12,313",21,"1,32,812","1,120",pop
"Paint It, Black",Forty Licks,The Rolling Stones,7/26/2023,USA172010502,"3,911",21.6,"1,19,67,73,729",28,"3,079",,,,pop
Beautiful People (Stay High),Beautiful People (Stay High),The Black Keys,01-12-2024,USNO12300381,"3,893",21.6,"1,17,42,947","3,009","46,63,533",,"33,96,529","59,923",pop
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300794,"3,908",21.6,"15,98,76,075","8,225","2,10,15,676",79,"3,65,24,769","3,20,572",pop
Down With Me,Down With Me,Lil Tecca,01-04-2024,USUM72400053,"3,915",21.6,"6,53,00,464","14,158","68,50,591",,"47,90,924","57,022",pop
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,10/22/2021,USUG12103119,"3,909",21.6,"28,90,13,053","32,179","2,30,70,902",63,"25,60,30,564","63,71,436",pop
Pink Friday Girls,Pink Friday 2,Nicki Minaj,12-08-2023,USUM72318696,"3,897",21.6,"6,31,09,089","9,844","49,36,627",,"82,24,997","1,55,956",pop
Teresa & Maria,Teresa & Maria,alyona alyona,01-11-2024,UAEO12300107,"3,916",21.6,"3,13,80,070","2,862","22,54,638",73,"4,89,86,579","5,33,216",pop
Conversations,Legends Never Die,Juice WRLD,07-10-2020,USUG12001896,"3,904",21.6,"40,77,01,213","93,838","1,32,63,446",68,"15,10,55,875","19,70,235",pop
Rake It Up,Rake It Up,Yo Gotti,6/23/2017,USSM11705366,"3,924",21.6,"36,57,89,171","47,875","1,43,27,367",58,"34,79,81,506","25,44,004",pop
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,12-10-2020,US2BU2001211,"3,910",21.6,"16,47,88,147","23,301","1,54,73,906",62,"42,63,36,235","18,81,474",pop
Sunshine,Sunshine,OneRepublic,11-10-2021,USUM72100506,"3,898",21.6,"42,66,09,723","59,377","4,06,54,330",73,"2,10,63,557","2,22,445",pop
Walk,Walk/Spin,Kodak Black,9/16/2022,USAT22214755,"3,903",21.6,"6,23,23,136","33,941","1,05,80,136",54,"3,40,75,392","4,66,729",pop
9 bis 9,9 bis 9,SIRA,05-05-2023,DEKF22300419,"3,935",21.5,"10,79,50,388","34,675","59,50,045",66,"18,12,251","22,038",pop
Versace on the Floor,24K Magic,Bruno Mars,11/17/2016,USAT21602949,"3,949",21.5,"79,76,48,369","64,011","1,79,77,153",72,"73,37,21,686","49,91,700",pop
Bailando,Bailandome,El Jordan 23,02-10-2022,QZFZ72288773,"3,954",21.5,"13,89,86,512","24,359","23,86,279",61,"26,67,65,542","13,30,194",pop
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,2/24/2023,ZZOPM2342242,"3,961",21.5,"1,35,02,324","3,124","1,05,31,046",42,"21,20,73,431","5,67,112",pop
Hasta la Miel Amarga (feat. Grupo Firme),Hasta la Miel Amarga (En Vivo),"Luis Angel ""El Flaco""",05-01-2020,QZDQH1832675,"3,940",21.5,"16,40,07,720","14,849","89,63,601",41,"58,89,81,015","16,97,071",pop
Love Me Like This,expï¿½ï¿½rgo ,NMIXX,3/21/2023,US5TA2200195,"3,937",21.5,"9,64,39,278","9,999","54,51,670",64,"15,35,65,263","12,99,976",pop
Buss It,Buss It,Erica Banks,5/15/2020,USUYG1312999,"3,936",21.5,"14,50,00,664","32,202","1,36,05,018",53,"11,43,67,853","12,94,275",pop
Five Nights at Freddy's,Five Nights at Freddy's (Original Motion Picture Soundtrack),The Newton Brothers,10/27/2023,USQ4E2205224,"3,941",21.5,"1,78,22,349","5,850","7,22,543",,"2,33,46,903","5,55,249",pop
BODYGUARD,COWBOY CARTER,Beyoncï¿,3/29/2024,USSM12402709,"3,956",21.5,"5,64,12,921","4,391","3,22,85,153",,"52,16,744","84,090",pop
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,7/29/2022,QZAPK2000269,"3,938",21.5,"16,28,89,846","45,505","25,68,098",69,"8,21,86,979","8,04,789",pop
Animals,Animals - Single,Martin Garrix,01-01-2013,NLZ541300467,"3,957",21.5,"41,38,55,724","67,911","1,14,33,179",61,"6,28,78,984","5,69,920",pop
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,8/23/2018,INS181801889,"3,950",21.5,"9,76,00,091","10,461","44,41,829",55,"96,61,73,774","52,03,477",pop
Uhaw,Uhaw,Dilaw,11/18/2022,PHW012200294,"3,958",21.5,"4,28,62,565","5,084","16,45,697",54,"91,51,739","70,548",pop
FRIKI,FRIKI,Feid,12-10-2021,USUM72123054,"3,939",21.5,"25,59,73,824","28,166","1,42,21,715",71,"23,04,66,044","10,13,942",pop
GOAT,Goat - Single,Number_i,01-01-2024,JPY932300029,"3,951",21.5,"3,48,20,660",762,"29,29,511",66,"6,88,73,278","5,18,809",pop
Bondade de Deus,Bondade de Deus,Isaias Saad,2/21/2022,BCII12200001,"3,960",21.5,"9,18,42,323","15,910","86,95,499",63,"23,71,80,411","19,61,210",pop
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,03-10-2023,GBUM72206754,"3,932",21.5,"24,06,86,521","33,016","3,38,41,199",75,"21,619",626,pop
NINNIN JACK,DEPARTURE,IMP.,5/29/2024,JPY932300076,"3,927",21.5,"2,07,454",23,"3,56,969",,"89,63,678","36,984",pop
Love 119,Love 119,RIIZE,01-05-2024,KRA302400001,"3,928",21.5,"4,04,15,304","2,509","83,51,511",59,"5,67,71,181","6,75,344",pop
Jar of Hearts,jar of hearts,Christina Perri,7/27/2010,USAT21001508,"3,945",21.5,"53,48,74,667","65,494","3,15,44,782",65,"56,21,97,656","33,76,379",pop
UP,UP,INNA,10/29/2021,ROGRA2101937,"3,944",21.5,"3,54,40,292","7,611","10,55,511",49,"10,55,83,094","7,23,839",pop
Gotta Move On (feat. Bryson Tiller),The Love Album: Off the Grid (Extended),Diddy,9/20/2023,USUG12203038,"3,934",21.5,"4,49,31,644",309,"1,10,085",,"21,81,868","26,263",pop
Chasing Game,Various Worldwide IV,Nick Hanzo,07-01-2022,DEH742211994,"3,946",21.5,,1,80,,"37,72,33,092","3,52,337",pop
LOS APARATOS,LOS APARATOS,El Alfa,08-03-2022,QM6P42213591,"3,943",21.5,"13,77,20,938","30,579","55,80,377",65,"15,37,25,209","13,37,733",pop
